strategy,universe,top_n,signal_date,trade_date,action,ticker,security,index_date_added,price,old_weight,new_weight,rank,score,skipped_not_yet_index_before_buy,equity_before_trade
S&P 500 Top2 PIT membership,S&P 500,2,2024-08-30,2024-09-03,BUY,MMM,3M,1957-03-04,129.27460604186214,0.0,0.5,1,0.6580514637943369,2,1.5709508000793668
S&P 500 Top2 PIT membership,S&P 500,2,2024-08-30,2024-09-03,BUY,NEM,Newmont,1969-06-30,50.93839489174706,0.0,0.5,2,0.5729722380225328,2,1.5709508000793668
S&P 500 Top2 PIT membership,S&P 500,2,2024-09-30,2024-10-01,SELL,MMM,3M,1957-03-04,132.18064732179636,0.5,0.0,,,,1.6132923193179645
S&P 500 Top2 PIT membership,S&P 500,2,2024-09-30,2024-10-01,BUY,HWM,Howmet Aerospace,2016-10-21,99.54228521162896,0.0,0.5,1,0.4688255780936972,2,1.6132923193179645
S&P 500 Top2 PIT membership,S&P 500,2,2024-10-31,2024-11-01,SELL,HWM,Howmet Aerospace,2016-10-21,100.15956044692318,0.5,0.0,,,,1.492549966135229
S&P 500 Top2 PIT membership,S&P 500,2,2024-10-31,2024-11-01,SELL,NEM,Newmont,1969-06-30,44.27954967400717,0.5,0.0,,,,1.492549966135229
S&P 500 Top2 PIT membership,S&P 500,2,2024-10-31,2024-11-01,BUY,FICO,Fair Isaac,2023-03-20,1995.25,0.0,0.5,1,0.6631570556348803,2,1.492549966135229
S&P 500 Top2 PIT membership,S&P 500,2,2024-10-31,2024-11-01,BUY,PLTR,Palantir Technologies,2024-09-23,41.93000030517578,0.0,0.5,2,0.6625278468680658,2,1.492549966135229
S&P 500 Top2 PIT membership,S&P 500,2,2024-11-29,2024-12-02,SELL,FICO,Fair Isaac,2023-03-20,2376.669921875,0.5,0.0,,,,2.0803123069095886
S&P 500 Top2 PIT membership,S&P 500,2,2024-11-29,2024-12-02,BUY,TPL,Texas Pacific Land Corporation,2024-11-26,530.6967794079993,0.0,0.5,2,0.9100615367708629,2,2.0803123069095886
S&P 500 Top3 PIT membership,S&P 500,3,2019-12-31,2020-01-02,BUY,TGT,Target Corporation,1976-12-31,107.7088121789748,0.0,0.3333333333333333,1,0.45585122228246133,6,1.0
S&P 500 Top3 PIT membership,S&P 500,3,2019-12-31,2020-01-02,BUY,LRCX,Lam Research,2012-06-29,27.51941363943509,0.0,0.3333333333333333,2,0.43261125081564944,6,1.0
S&P 500 Top3 PIT membership,S&P 500,3,2019-12-31,2020-01-02,BUY,CVS,CVS Health,1957-03-04,60.49719741366208,0.0,0.3333333333333333,3,0.39634397233350005,6,1.0
S&P 500 Top3 PIT membership,S&P 500,3,2020-01-31,2020-02-03,SELL,CVS,CVS Health,1957-03-04,55.80621378119354,0.3333333333333333,0.0,,,,0.9330662888461259
S&P 500 Top3 PIT membership,S&P 500,3,2020-01-31,2020-02-03,SELL,LRCX,Lam Research,2012-06-29,27.91204132250672,0.3333333333333333,0.0,,,,0.9330662888461259
S&P 500 Top3 PIT membership,S&P 500,3,2020-01-31,2020-02-03,BUY,AMD,Advanced Micro Devices,2017-03-20,46.400001525878906,0.0,0.3333333333333333,2,0.5358338805409564,4,0.9330662888461259
S&P 500 Top3 PIT membership,S&P 500,3,2020-01-31,2020-02-03,BUY,SWKS,Skyworks Solutions,2015-03-12,96.7823788264002,0.0,0.3333333333333333,3,0.47582746733418,4,0.9330662888461259
S&P 500 Top3 PIT membership,S&P 500,3,2020-02-28,2020-03-02,SELL,AMD,Advanced Micro Devices,2017-03-20,47.41999816894531,0.3333333333333333,0.0,,,,0.8920146625394784
S&P 500 Top3 PIT membership,S&P 500,3,2020-02-28,2020-03-02,SELL,TGT,Target Corporation,1976-12-31,86.98389586619886,0.3333333333333333,0.0,,,,0.8920146625394784
S&P 500 Top3 PIT membership,S&P 500,3,2020-02-28,2020-03-02,BUY,GE,GE Aerospace,1957-03-04,54.26231002807617,0.0,0.3333333333333333,1,0.6329638723882893,1,0.8920146625394784
S&P 500 Top3 PIT membership,S&P 500,3,2020-02-28,2020-03-02,BUY,AAPL,Apple Inc.,1982-11-30,68.14336733709636,0.0,0.3333333333333333,3,0.5828042037865122,1,0.8920146625394784
S&P 500 Top3 PIT membership,S&P 500,3,2020-03-31,2020-04-01,SELL,AAPL,Apple Inc.,1982-11-30,59.50596168562525,0.3333333333333333,0.0,,,,0.7120273950378847
S&P 500 Top3 PIT membership,S&P 500,3,2020-03-31,2020-04-01,SELL,GE,GE Aerospace,1957-03-04,36.4369118768414,0.3333333333333333,0.0,,,,0.7120273950378847
S&P 500 Top3 PIT membership,S&P 500,3,2020-03-31,2020-04-01,SELL,SWKS,Skyworks Solutions,2015-03-12,74.14791682504112,0.3333333333333333,0.0,,,,0.7120273950378847
S&P 500 Top3 PIT membership,S&P 500,3,2020-03-31,2020-04-01,BUY,REGN,Regeneron Pharmaceuticals,2013-05-01,480.8912585361074,0.0,0.3333333333333333,1,0.6753785948526982,3,0.7120273950378847
S&P 500 Top3 PIT membership,S&P 500,3,2020-03-31,2020-04-01,BUY,AMD,Advanced Micro Devices,2017-03-20,44.18000030517578,0.0,0.3333333333333333,2,0.6371162283262788,3,0.7120273950378847
S&P 500 Top3 PIT membership,S&P 500,3,2020-03-31,2020-04-01,BUY,NVDA,Nvidia,2001-11-30,6.366288693106729,0.0,0.3333333333333333,3,0.5901617061399427,3,0.7120273950378847
S&P 500 Top3 PIT membership,S&P 500,3,2020-04-30,2020-05-01,SELL,NVDA,Nvidia,2001-11-30,7.080985792503497,0.3333333333333333,0.0,,,,0.799009246224579
S&P 500 Top3 PIT membership,S&P 500,3,2020-04-30,2020-05-01,BUY,GEN,Gen Digital,2003-03-25,18.478003026738413,0.0,0.3333333333333333,2,0.41757740536835897,4,0.799009246224579
S&P 500 Top3 PIT membership,S&P 500,3,2020-05-29,2020-06-01,SELL,AMD,Advanced Micro Devices,2017-03-20,53.310001373291016,0.3333333333333333,0.0,,,,0.8718919138717609
S&P 500 Top3 PIT membership,S&P 500,3,2020-05-29,2020-06-01,SELL,REGN,Regeneron Pharmaceuticals,2013-05-01,600.9401860123018,0.3333333333333333,0.0,,,,0.8718919138717609
S&P 500 Top3 PIT membership,S&P 500,3,2020-05-29,2020-06-01,BUY,NEM,Newmont,1969-06-30,49.50257104907538,0.0,0.3333333333333333,1,0.6452304565943132,3,0.8718919138717609
S&P 500 Top3 PIT membership,S&P 500,3,2020-05-29,2020-06-01,BUY,DXCM,Dexcom,2020-05-12,95.625,0.0,0.3333333333333333,2,0.5417949298355862,3,0.8718919138717609
S&P 500 Top3 PIT membership,S&P 500,3,2020-06-30,2020-07-01,SELL,GEN,Gen Digital,2003-03-25,17.50359535217285,0.3333333333333333,0.0,,,,0.8742348387538057
S&P 500 Top3 PIT membership,S&P 500,3,2020-06-30,2020-07-01,SELL,NEM,Newmont,1969-06-30,52.09336770807269,0.3333333333333333,0.0,,,,0.8742348387538057
S&P 500 Top3 PIT membership,S&P 500,3,2020-06-30,2020-07-01,BUY,REGN,Regeneron Pharmaceuticals,2013-05-01,620.8059432254903,0.0,0.3333333333333333,2,0.6041473187389668,5,0.8742348387538057
S&P 500 Top3 PIT membership,S&P 500,3,2020-06-30,2020-07-01,BUY,NVDA,Nvidia,2001-11-30,9.487894507092104,0.0,0.3333333333333333,3,0.5171341439377282,5,0.8742348387538057
S&P 500 Top3 PIT membership,S&P 500,3,2020-08-31,2020-09-01,SELL,DXCM,Dexcom,2020-05-12,105.75499725341795,0.3333333333333333,0.0,,,,0.9921687529168205
S&P 500 Top3 PIT membership,S&P 500,3,2020-08-31,2020-09-01,SELL,NVDA,Nvidia,2001-11-30,13.43749844258289,0.3333333333333333,0.0,,,,0.9921687529168205
S&P 500 Top3 PIT membership,S&P 500,3,2020-08-31,2020-09-01,SELL,REGN,Regeneron Pharmaceuticals,2013-05-01,611.4988896145213,0.3333333333333333,0.0,,,,0.9921687529168205
S&P 500 Top3 PIT membership,S&P 500,3,2020-08-31,2020-09-01,BUY,PYPL,PayPal,2015-07-20,204.49667436265264,0.0,0.3333333333333333,1,0.7863521033887175,8,0.9921687529168205
S&P 500 Top3 PIT membership,S&P 500,3,2020-08-31,2020-09-01,BUY,WST,West Pharmaceutical Services,2020-05-22,281.3070470437857,0.0,0.3333333333333333,2,0.7488257189701777,8,0.9921687529168205
S&P 500 Top3 PIT membership,S&P 500,3,2020-08-31,2020-09-01,BUY,AMZN,Amazon,2005-11-18,174.47900390625,0.0,0.3333333333333333,3,0.6577770633703459,8,0.9921687529168205
S&P 500 Top3 PIT membership,S&P 500,3,2020-09-30,2020-10-01,SELL,AMZN,Amazon,2005-11-18,160.39999389648438,0.3333333333333333,0.0,,,,0.9492598185845039
S&P 500 Top3 PIT membership,S&P 500,3,2020-09-30,2020-10-01,SELL,PYPL,PayPal,2015-07-20,198.20032395667343,0.3333333333333333,0.0,,,,0.9492598185845039
S&P 500 Top3 PIT membership,S&P 500,3,2020-09-30,2020-10-01,SELL,WST,West Pharmaceutical Services,2020-05-22,274.714157335425,0.3333333333333333,0.0,,,,0.9492598185845039
S&P 500 Top3 PIT membership,S&P 500,3,2020-09-30,2020-10-01,BUY,APA,APA Corporation,1997-07-28,8.062786669038461,0.0,0.3333333333333333,1,2.6992775260762403,6,0.9492598185845039
S&P 500 Top3 PIT membership,S&P 500,3,2020-09-30,2020-10-01,BUY,RCL,Royal Caribbean Group,2014-12-05,63.68565689786081,0.0,0.3333333333333333,2,1.6713229063124841,6,0.9492598185845039
S&P 500 Top3 PIT membership,S&P 500,3,2020-09-30,2020-10-01,BUY,FCX,Freeport-McMoRan,2011-07-01,14.625198755409428,0.0,0.3333333333333333,3,1.4738507326207904,6,0.9492598185845039
S&P 500 Top3 PIT membership,S&P 500,3,2020-10-30,2020-11-02,SELL,APA,APA Corporation,1997-07-28,7.247859145436521,0.3333333333333333,0.0,,,,0.9052778040249443
S&P 500 Top3 PIT membership,S&P 500,3,2020-10-30,2020-11-02,SELL,FCX,Freeport-McMoRan,2011-07-01,16.49759452948252,0.3333333333333333,0.0,,,,0.9052778040249443
S&P 500 Top3 PIT membership,S&P 500,3,2020-10-30,2020-11-02,SELL,RCL,Royal Caribbean Group,2014-12-05,53.76379022751103,0.3333333333333333,0.0,,,,0.9052778040249443
S&P 500 Top3 PIT membership,S&P 500,3,2020-10-30,2020-11-02,BUY,FDX,FedEx,1980-12-31,237.1327523565141,0.0,0.3333333333333333,1,1.210008043386798,8,0.9052778040249443
S&P 500 Top3 PIT membership,S&P 500,3,2020-10-30,2020-11-02,BUY,UPS,United Parcel Service,2002-07-22,126.69677496571082,0.0,0.3333333333333333,2,0.8850904024192943,8,0.9052778040249443
S&P 500 Top3 PIT membership,S&P 500,3,2020-10-30,2020-11-02,BUY,CARR,Carrier Global,2020-04-03,31.521541955042217,0.0,0.3333333333333333,3,0.8831239869982384,8,0.9052778040249443
S&P 500 Top3 PIT membership,S&P 500,3,2020-11-30,2020-12-01,SELL,CARR,Carrier Global,2020-04-03,35.82330087213947,0.3333333333333333,0.0,,,,1.0135697258703122
S&P 500 Top3 PIT membership,S&P 500,3,2020-11-30,2020-12-01,SELL,UPS,United Parcel Service,2002-07-22,139.20697902593207,0.3333333333333333,0.0,,,,1.0135697258703122
S&P 500 Top3 PIT membership,S&P 500,3,2020-11-30,2020-12-01,BUY,FCX,Freeport-McMoRan,2011-07-01,22.45014690815288,0.0,0.3333333333333333,2,0.7928206190061486,6,1.0135697258703122
S&P 500 Top3 PIT membership,S&P 500,3,2020-11-30,2020-12-01,BUY,ALGN,Align Technology,2017-06-19,487.4599914550781,0.0,0.3333333333333333,3,0.6549906864644326,6,1.0135697258703122
S&P 500 Top3 PIT membership,S&P 500,3,2020-12-31,2021-01-04,SELL,ALGN,Align Technology,2017-06-19,549.6099853515625,0.3333333333333333,0.0,,,,1.0587058831508542
S&P 500 Top3 PIT membership,S&P 500,3,2020-12-31,2021-01-04,SELL,FDX,FedEx,1980-12-31,235.5830367380054,0.3333333333333333,0.0,,,,1.0587058831508542
S&P 500 Top3 PIT membership,S&P 500,3,2020-12-31,2021-01-04,BUY,TSLA,"Tesla, Inc.",2020-12-21,239.82000732421875,0.0,0.3333333333333333,1,1.419042607101007,1,1.0587058831508542
S&P 500 Top3 PIT membership,S&P 500,3,2020-12-31,2021-01-04,BUY,TPR,"Tapestry, Inc.",2004-09-01,28.224919916502746,0.0,0.3333333333333333,2,1.1798618824343126,1,1.0587058831508542
S&P 500 Top3 PIT membership,S&P 500,3,2021-02-26,2021-03-01,SELL,FCX,Freeport-McMoRan,2011-07-01,32.65051700598988,0.3333333333333333,0.0,,,,1.2697561288613726
S&P 500 Top3 PIT membership,S&P 500,3,2021-02-26,2021-03-01,BUY,PSKY,Paramount Skydance Corporation,1994-09-30,57.31771763595699,0.0,0.3333333333333333,2,1.038223165143663,1,1.2697561288613726
S&P 500 Top3 PIT membership,S&P 500,3,2021-03-31,2021-04-01,SELL,TSLA,"Tesla, Inc.",2020-12-21,229.4566650390625,0.3333333333333333,0.0,,,,1.1460865684084993
S&P 500 Top3 PIT membership,S&P 500,3,2021-03-31,2021-04-01,BUY,OXY,Occidental Petroleum,1957-03-04,25.161750799115698,0.0,0.3333333333333333,1,1.7862411490673895,2,1.1460865684084993
S&P 500 Top3 PIT membership,S&P 500,3,2021-04-30,2021-05-03,SELL,PSKY,Paramount Skydance Corporation,1994-09-30,36.33151644193007,0.3333333333333333,0.0,,,,1.1517976920335482
S&P 500 Top3 PIT membership,S&P 500,3,2021-04-30,2021-05-03,SELL,TPR,"Tapestry, Inc.",2004-09-01,42.71617006244621,0.3333333333333333,0.0,,,,1.1517976920335482
S&P 500 Top3 PIT membership,S&P 500,3,2021-04-30,2021-05-03,BUY,FANG,Diamondback Energy,2018-12-03,67.19346867456667,0.0,0.3333333333333333,1,2.0395008671218466,1,1.1517976920335482
S&P 500 Top3 PIT membership,S&P 500,3,2021-04-30,2021-05-03,BUY,DVN,Devon Energy,2000-08-30,18.411169351629475,0.0,0.3333333333333333,3,1.75003449888202,1,1.1517976920335482
S&P 500 Top3 PIT membership,S&P 500,3,2021-05-28,2021-06-01,SELL,DVN,Devon Energy,2000-08-30,22.413598144746285,0.3333333333333333,0.0,,,,1.2472568235477095
S&P 500 Top3 PIT membership,S&P 500,3,2021-05-28,2021-06-01,SELL,OXY,Occidental Petroleum,1957-03-04,25.0210282711944,0.3333333333333333,0.0,,,,1.2472568235477095
S&P 500 Top3 PIT membership,S&P 500,3,2021-05-28,2021-06-01,BUY,STX,Seagate Technology,2012-07-02,84.61377437212967,0.0,0.3333333333333333,2,0.6919538618175927,1,1.2472568235477095
S&P 500 Top3 PIT membership,S&P 500,3,2021-05-28,2021-06-01,BUY,AMAT,Applied Materials,1995-03-16,133.43210048962595,0.0,0.3333333333333333,3,0.6717646270040962,1,1.2472568235477095
S&P 500 Top3 PIT membership,S&P 500,3,2021-06-30,2021-07-01,SELL,AMAT,Applied Materials,1995-03-16,136.02391953393533,0.3333333333333333,0.0,,,,1.2797738396769163
S&P 500 Top3 PIT membership,S&P 500,3,2021-06-30,2021-07-01,SELL,STX,Seagate Technology,2012-07-02,75.94979599299293,0.3333333333333333,0.0,,,,1.2797738396769163
S&P 500 Top3 PIT membership,S&P 500,3,2021-06-30,2021-07-01,BUY,NUE,Nucor,1985-04-30,90.27283835338012,0.0,0.3333333333333333,1,1.1540872724972449,1,1.2797738396769163
S&P 500 Top3 PIT membership,S&P 500,3,2021-06-30,2021-07-01,BUY,DVN,Devon Energy,2000-08-30,23.82387214813704,0.0,0.3333333333333333,2,0.9968798873468452,1,1.2797738396769163
S&P 500 Top3 PIT membership,S&P 500,3,2021-07-30,2021-08-02,SELL,FANG,Diamondback Energy,2018-12-03,62.807627719840646,0.3333333333333333,0.0,,,,1.159336284571067
S&P 500 Top3 PIT membership,S&P 500,3,2021-07-30,2021-08-02,BUY,GNRC,Generac,2021-03-22,421.3200073242188,0.0,0.3333333333333333,3,0.6847252535561579,2,1.159336284571067
S&P 500 Top3 PIT membership,S&P 500,3,2021-08-31,2021-09-01,SELL,DVN,Devon Energy,2000-08-30,23.116233472656265,0.3333333333333333,0.0,,,,1.2778693284312492
S&P 500 Top3 PIT membership,S&P 500,3,2021-08-31,2021-09-01,SELL,GNRC,Generac,2021-03-22,440.4700012207031,0.3333333333333333,0.0,,,,1.2778693284312492
S&P 500 Top3 PIT membership,S&P 500,3,2021-08-31,2021-09-01,BUY,MRNA,Moderna,2021-07-21,382.8370056152344,0.0,0.3333333333333333,1,1.6414417171707538,1,1.2778693284312492
S&P 500 Top3 PIT membership,S&P 500,3,2021-08-31,2021-09-01,BUY,FTNT,Fortinet,2018-10-11,63.507999420166016,0.0,0.3333333333333333,2,0.6754178500113119,1,1.2778693284312492
S&P 500 Top3 PIT membership,S&P 500,3,2021-09-30,2021-10-01,SELL,NUE,Nucor,1985-04-30,91.97491076622588,0.3333333333333333,0.0,,,,1.1536613842738273
S&P 500 Top3 PIT membership,S&P 500,3,2021-09-30,2021-10-01,BUY,IT,Gartner,2017-04-05,305.4800109863281,0.0,0.3333333333333333,3,0.6486355699826132,1,1.1536613842738273
S&P 500 Top3 PIT membership,S&P 500,3,2021-10-29,2021-11-01,SELL,FTNT,Fortinet,2018-10-11,67.26799774169922,0.3333333333333333,0.0,,,,1.2250591565019826
S&P 500 Top3 PIT membership,S&P 500,3,2021-10-29,2021-11-01,BUY,DVN,Devon Energy,2000-08-30,32.82587543846033,0.0,0.3333333333333333,2,0.547637718247262,1,1.2250591565019826
S&P 500 Top3 PIT membership,S&P 500,3,2021-11-30,2021-12-01,SELL,DVN,Devon Energy,2000-08-30,35.15401080738168,0.3333333333333333,0.0,,,,1.250190134260084
S&P 500 Top3 PIT membership,S&P 500,3,2021-11-30,2021-12-01,SELL,IT,Gartner,2017-04-05,316.0899963378906,0.3333333333333333,0.0,,,,1.250190134260084
S&P 500 Top3 PIT membership,S&P 500,3,2021-11-30,2021-12-01,BUY,TSLA,"Tesla, Inc.",2020-12-21,386.8999938964844,0.0,0.3333333333333333,1,0.840957230808149,1,1.250190134260084
S&P 500 Top3 PIT membership,S&P 500,3,2021-11-30,2021-12-01,BUY,DXCM,Dexcom,2020-05-12,141.8524932861328,0.0,0.3333333333333333,3,0.6798567033545562,1,1.250190134260084
S&P 500 Top3 PIT membership,S&P 500,3,2021-12-31,2022-01-03,SELL,DXCM,Dexcom,2020-05-12,132.9499969482422,0.3333333333333333,0.0,,,,1.1247423834026868
S&P 500 Top3 PIT membership,S&P 500,3,2021-12-31,2022-01-03,SELL,MRNA,Moderna,2021-07-21,247.1199951171875,0.3333333333333333,0.0,,,,1.1247423834026868
S&P 500 Top3 PIT membership,S&P 500,3,2021-12-31,2022-01-03,BUY,AMD,Advanced Micro Devices,2017-03-20,145.13999938964844,0.0,0.3333333333333333,2,0.5745512715469978,3,1.1247423834026868
S&P 500 Top3 PIT membership,S&P 500,3,2021-12-31,2022-01-03,BUY,NVDA,Nvidia,2001-11-30,29.75574653768631,0.0,0.3333333333333333,3,0.5348464214842517,3,1.1247423834026868
S&P 500 Top3 PIT membership,S&P 500,3,2022-01-31,2022-02-01,SELL,AMD,Advanced Micro Devices,2017-03-20,116.75,0.3333333333333333,0.0,,,,0.9241225712221658
S&P 500 Top3 PIT membership,S&P 500,3,2022-01-31,2022-02-01,SELL,NVDA,Nvidia,2001-11-30,25.054108511883623,0.3333333333333333,0.0,,,,0.9241225712221658
S&P 500 Top3 PIT membership,S&P 500,3,2022-01-31,2022-02-01,SELL,TSLA,"Tesla, Inc.",2020-12-21,311.7366638183594,0.3333333333333333,0.0,,,,0.9241225712221658
S&P 500 Top3 PIT membership,S&P 500,3,2022-01-31,2022-02-01,BUY,DVN,Devon Energy,2000-08-30,40.99303842787647,0.0,0.3333333333333333,1,0.7764722643102326,3,0.9241225712221658
S&P 500 Top3 PIT membership,S&P 500,3,2022-01-31,2022-02-01,BUY,CF,CF Industries,2008-08-27,63.49343252483681,0.0,0.3333333333333333,2,0.5810318021018837,3,0.9241225712221658
S&P 500 Top3 PIT membership,S&P 500,3,2022-01-31,2022-02-01,BUY,ANET,Arista Networks,2018-08-28,31.05500030517578,0.0,0.3333333333333333,3,0.5181080298660925,3,0.9241225712221658
S&P 500 Top3 PIT membership,S&P 500,3,2022-02-28,2022-03-01,SELL,ANET,Arista Networks,2018-08-28,30.522499084472656,0.3333333333333333,0.0,,,,1.0409550032484527
S&P 500 Top3 PIT membership,S&P 500,3,2022-02-28,2022-03-01,SELL,CF,CF Industries,2008-08-27,74.82593898005148,0.3333333333333333,0.0,,,,1.0409550032484527
S&P 500 Top3 PIT membership,S&P 500,3,2022-02-28,2022-03-01,BUY,APA,APA Corporation,1997-07-28,31.60517965947619,0.0,0.3333333333333333,1,0.769144965413536,0,1.0409550032484527
S&P 500 Top3 PIT membership,S&P 500,3,2022-02-28,2022-03-01,BUY,FANG,Diamondback Energy,2018-12-03,114.13521978402034,0.0,0.3333333333333333,3,0.6855612966223124,0,1.0409550032484527
S&P 500 Top3 PIT membership,S&P 500,3,2022-03-31,2022-04-01,SELL,FANG,Diamondback Energy,2018-12-03,112.5947218928262,0.3333333333333333,0.0,,,,1.0871110874556165
S&P 500 Top3 PIT membership,S&P 500,3,2022-03-31,2022-04-01,BUY,OXY,Occidental Petroleum,1957-03-04,53.49127207276271,0.0,0.3333333333333333,3,0.6357580212580658,0,1.0871110874556165
S&P 500 Top3 PIT membership,S&P 500,3,2022-04-29,2022-05-02,SELL,APA,APA Corporation,1997-07-28,35.20549644308862,0.3333333333333333,0.0,,,,1.052740023442458
S&P 500 Top3 PIT membership,S&P 500,3,2022-04-29,2022-05-02,SELL,DVN,Devon Energy,2000-08-30,47.62498187278123,0.3333333333333333,0.0,,,,1.052740023442458
S&P 500 Top3 PIT membership,S&P 500,3,2022-04-29,2022-05-02,BUY,CF,CF Industries,2008-08-27,87.8811997683611,0.0,0.3333333333333333,1,0.7697676075160873,1,1.052740023442458
S&P 500 Top3 PIT membership,S&P 500,3,2022-04-29,2022-05-02,BUY,MOS,Mosaic Company (The),2011-09-26,55.94807586907058,0.0,0.3333333333333333,3,0.5717046430850894,1,1.052740023442458
S&P 500 Top3 PIT membership,S&P 500,3,2022-05-31,2022-06-01,SELL,CF,CF Industries,2008-08-27,90.68659160278251,0.3333333333333333,0.0,,,,1.1638441955786047
S&P 500 Top3 PIT membership,S&P 500,3,2022-05-31,2022-06-01,BUY,VLO,Valero Energy,2002-12-20,116.28875017366576,0.0,0.3333333333333333,3,0.6540519723419411,1,1.1638441955786047
S&P 500 Top3 PIT membership,S&P 500,3,2022-06-30,2022-07-01,SELL,MOS,Mosaic Company (The),2011-09-26,42.09116087489256,0.3333333333333333,0.0,,,,0.9420959105492153
S&P 500 Top3 PIT membership,S&P 500,3,2022-06-30,2022-07-01,BUY,HAL,Halliburton,1957-03-04,29.10633077359296,0.0,0.3333333333333333,2,0.7769718201804898,1,0.9420959105492153
S&P 500 Top3 PIT membership,S&P 500,3,2022-07-29,2022-08-01,SELL,HAL,Halliburton,1957-03-04,26.347038859509244,0.3333333333333333,0.0,,,,0.945207136304702
S&P 500 Top3 PIT membership,S&P 500,3,2022-07-29,2022-08-01,BUY,LLY,Lilly (Eli),1970-12-31,316.8201700626407,0.0,0.3333333333333333,2,0.3747946002671949,2,0.945207136304702
S&P 500 Top3 PIT membership,S&P 500,3,2022-08-31,2022-09-01,SELL,LLY,Lilly (Eli),1970-12-31,292.1259489542105,0.3333333333333333,0.0,,,,0.9617589522591424
S&P 500 Top3 PIT membership,S&P 500,3,2022-08-31,2022-09-01,BUY,EPAM,EPAM Systems,2021-12-14,421.0,0.0,0.3333333333333333,1,0.4860300578915362,3,0.9617589522591424
S&P 500 Top3 PIT membership,S&P 500,3,2022-09-30,2022-10-03,SELL,OXY,Occidental Petroleum,1957-03-04,60.22140367130828,0.3333333333333333,0.0,,,,0.8815147442129201
S&P 500 Top3 PIT membership,S&P 500,3,2022-09-30,2022-10-03,SELL,VLO,Valero Energy,2002-12-20,99.00773849279952,0.3333333333333333,0.0,,,,0.8815147442129201
S&P 500 Top3 PIT membership,S&P 500,3,2022-09-30,2022-10-03,BUY,CEG,Constellation Energy,2022-02-02,82.59680265111157,0.0,0.3333333333333333,1,0.4566681544445226,2,0.8815147442129201
S&P 500 Top3 PIT membership,S&P 500,3,2022-09-30,2022-10-03,BUY,EQT,EQT Corporation,2022-10-03,38.59928074457702,0.0,0.3333333333333333,3,0.39886088397782227,2,0.8815147442129201
S&P 500 Top3 PIT membership,S&P 500,3,2022-10-31,2022-11-01,SELL,EPAM,EPAM Systems,2021-12-14,358.8399963378906,0.3333333333333333,0.0,,,,0.9245606523623852
S&P 500 Top3 PIT membership,S&P 500,3,2022-10-31,2022-11-01,SELL,EQT,EQT Corporation,2022-10-03,40.08459264232864,0.3333333333333333,0.0,,,,0.9245606523623852
S&P 500 Top3 PIT membership,S&P 500,3,2022-10-31,2022-11-01,BUY,ALB,Albemarle Corporation,2016-07-01,272.0894637010911,0.0,0.3333333333333333,2,0.38540179568821964,4,0.9245606523623852
S&P 500 Top3 PIT membership,S&P 500,3,2022-10-31,2022-11-01,BUY,BIIB,Biogen,2003-11-13,283.44000244140625,0.0,0.3333333333333333,3,0.2878641258315715,4,0.9245606523623852
S&P 500 Top3 PIT membership,S&P 500,3,2022-11-30,2022-12-01,SELL,ALB,Albemarle Corporation,2016-07-01,266.93639741825,0.3333333333333333,0.0,,,,0.9532819592497647
S&P 500 Top3 PIT membership,S&P 500,3,2022-11-30,2022-12-01,SELL,BIIB,Biogen,2003-11-13,305.510009765625,0.3333333333333333,0.0,,,,0.9532819592497647
S&P 500 Top3 PIT membership,S&P 500,3,2022-11-30,2022-12-01,BUY,DXCM,Dexcom,2020-05-12,116.38999938964844,0.0,0.3333333333333333,1,0.7020256640086218,2,0.9532819592497647
S&P 500 Top3 PIT membership,S&P 500,3,2022-11-30,2022-12-01,BUY,NFLX,Netflix,2010-12-20,30.39900016784668,0.0,0.3333333333333333,2,0.5130371246307115,2,0.9532819592497647
S&P 500 Top3 PIT membership,S&P 500,3,2022-12-30,2023-01-03,SELL,CEG,Constellation Energy,2022-02-02,83.66685692804134,0.3333333333333333,0.0,,,,0.9064116371032838
S&P 500 Top3 PIT membership,S&P 500,3,2022-12-30,2023-01-03,SELL,DXCM,Dexcom,2020-05-12,114.3000030517578,0.3333333333333333,0.0,,,,0.9064116371032838
S&P 500 Top3 PIT membership,S&P 500,3,2022-12-30,2023-01-03,BUY,FSLR,First Solar,2022-12-19,151.00999450683594,0.0,0.3333333333333333,1,1.5316213487358659,3,0.9064116371032838
S&P 500 Top3 PIT membership,S&P 500,3,2022-12-30,2023-01-03,BUY,RCL,Royal Caribbean Group,2014-12-05,49.40403538964966,0.0,0.3333333333333333,2,0.6982150757774217,3,0.9064116371032838
S&P 500 Top3 PIT membership,S&P 500,3,2023-01-31,2023-02-01,SELL,NFLX,Netflix,2010-12-20,35.38600158691406,0.3333333333333333,0.0,,,,1.105103519854512
S&P 500 Top3 PIT membership,S&P 500,3,2023-01-31,2023-02-01,SELL,RCL,Royal Caribbean Group,2014-12-05,63.539020776746575,0.3333333333333333,0.0,,,,1.105103519854512
S&P 500 Top3 PIT membership,S&P 500,3,2023-01-31,2023-02-01,BUY,PCG,PG&E Corporation,2022-10-03,15.574228908496174,0.0,0.3333333333333333,1,0.4977084634897635,2,1.105103519854512
S&P 500 Top3 PIT membership,S&P 500,3,2023-01-31,2023-02-01,BUY,SLB,Schlumberger,1957-03-04,52.47916903810012,0.0,0.3333333333333333,3,0.4652747458456432,2,1.105103519854512
