rank_balanced,variant,unit_exposure,max_exposure,anchor_mode,add1_drop_pct,add2_drop_pct,sell_mode,sell_param_pct,max_extra_days,trend_guard_sma,trend_guard_exposure,equity_dd_guard_pct,equity_dd_guard_exposure,net_return_pct,cagr_pct,max_drawdown_pct,calmar,sharpe,dca_trade_events,rotation_resets,max_exposure_used,avg_exposure,days_above_1x_pct,base_rotation_return_pct,base_rotation_max_drawdown_pct,soxl_only_return_pct,soxl_only_max_drawdown_pct,beats_base_return,reduces_base_drawdown,beats_soxl_only_return,reduces_soxl_only_drawdown
1509,"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.75,1.5,rolling_high,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,5731013.49,99.17,-71.01,1.397,1.29,369,123,1.5,1.1,46.7,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1510,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.75,2.0,rolling_high,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,5731013.49,99.17,-71.01,1.397,1.29,369,123,1.5,1.1,46.7,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1511,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",0.75,2.0,rolling_high,5.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,5699054.76,99.1,-73.04,1.357,1.28,447,123,2.0,1.073,39.85,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1512,"unit=1.00, cap=1.50, anchor=entry, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,5665696.99,99.03,-68.81,1.439,1.38,80,123,1.5,0.968,4.05,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1513,"unit=1.00, cap=1.50, anchor=entry, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,5665696.99,99.03,-68.81,1.439,1.38,75,123,1.5,0.968,4.05,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1514,"unit=0.67, cap=2.00, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,5596561.89,98.88,-68.68,1.44,1.33,369,123,2.0,1.017,50.0,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1515,"unit=0.75, cap=2.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=none",0.75,2.0,rolling_high,10.0,20.0,extra_profit,20.0,10,200,1.0,none,none,5562874.6,98.8,-76.7,1.288,1.25,427,123,2.0,1.018,27.6,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1516,"unit=0.75, cap=2.00, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=none",0.75,2.0,rolling_high,10.0,20.0,rebound_from_low,20.0,10,200,1.0,none,none,5557259.72,98.79,-76.7,1.288,1.26,432,123,2.0,1.017,27.73,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1517,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=none",0.67,2.0,rolling_high,10.0,20.0,rebound_from_low,20.0,20,200,1.0,none,none,5529919.77,98.73,-73.9,1.336,1.26,314,123,2.0,0.974,31.62,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1518,"unit=0.67, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,5.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,5458107.28,98.56,-69.95,1.409,1.3,622,123,2.0,1.005,42.5,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1519,"unit=0.67, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,5.0,20.0,extra_profit,15.0,10,200,0.75,45.0,0.75,5414131.52,98.46,-69.95,1.408,1.3,638,123,2.0,0.996,41.65,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1520,"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,5381533.87,98.39,-68.68,1.432,1.32,369,123,1.5,1.017,50.0,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1521,"unit=1.00, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=100, dd_guard=none",1.0,2.0,entry,5.0,20.0,extra_profit,20.0,20,100,1.0,none,none,5358205.46,98.33,-81.23,1.21,1.3,78,123,2.0,1.038,3.8,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1522,"unit=1.00, cap=2.00, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=100, dd_guard=none",1.0,2.0,entry,5.0,40.0,extra_profit,20.0,20,100,1.0,none,none,5358205.46,98.33,-81.23,1.21,1.3,73,123,2.0,1.038,3.8,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1523,"unit=1.00, cap=1.50, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,1.5,rolling_high,10.0,30.0,extra_profit,20.0,10,200,0.75,45.0,0.75,5339275.22,98.29,-69.23,1.42,1.29,368,123,1.5,1.069,25.32,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1524,"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,5.0,40.0,extra_profit,15.0,10,200,0.75,45.0,0.75,5335263.68,98.28,-68.76,1.429,1.33,556,123,1.5,0.976,43.95,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1525,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,2.0,rolling_high,5.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,5302944.58,98.2,-77.9,1.261,1.23,435,123,2.0,1.208,32.32,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1526,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,2.0,rolling_high,5.0,40.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,5302944.58,98.2,-77.9,1.261,1.23,369,123,2.0,1.208,32.32,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1527,"unit=1.00, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,5271832.26,98.13,-68.81,1.426,1.37,85,123,1.5,0.962,3.0,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1528,"unit=1.00, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,40.0,extra_profit,15.0,20,200,0.75,45.0,0.75,5271832.26,98.13,-68.81,1.426,1.37,80,123,1.5,0.962,3.0,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1529,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,2.0,rolling_high,5.0,40.0,extra_profit,20.0,20,200,0.75,45.0,0.75,5257524.94,98.1,-79.36,1.236,1.23,349,123,2.0,1.21,32.48,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1530,"unit=0.67, cap=2.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,5.0,40.0,extra_profit,15.0,10,200,0.75,45.0,0.75,5250851.48,98.08,-68.76,1.426,1.33,556,123,2.0,0.976,43.9,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1531,"unit=0.67, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,1.5,rolling_high,5.0,40.0,extra_profit,20.0,20,200,0.75,45.0,0.75,5224317.38,98.02,-69.63,1.408,1.32,349,123,1.5,1.024,50.92,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1532,"unit=0.67, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,5.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,5115694.61,97.76,-74.49,1.312,1.29,412,123,2.0,1.028,44.52,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1533,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.75,2.0,rolling_high,5.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,5000848.62,97.47,-73.04,1.334,1.27,622,123,2.0,1.077,40.6,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1534,"unit=1.00, cap=1.50, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,1.5,rolling_high,10.0,20.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,4738695.4,96.81,-68.68,1.41,1.28,314,123,1.5,1.087,28.95,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1535,"unit=1.00, cap=1.50, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,1.5,rolling_high,10.0,30.0,rebound_from_low,20.0,20,200,0.75,45.0,0.75,4738695.4,96.81,-68.68,1.41,1.28,269,123,1.5,1.087,28.95,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1536,"unit=0.75, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.75,1.5,rolling_high,5.0,40.0,extra_profit,20.0,20,200,0.75,45.0,0.75,4697298.48,96.7,-72.43,1.335,1.27,349,123,1.5,1.106,47.48,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1537,"unit=1.00, cap=1.50, anchor=entry, add=5%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,20.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,4664560.32,96.61,-68.81,1.404,1.36,87,123,1.5,0.963,3.02,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1538,"unit=1.00, cap=1.50, anchor=entry, add=5%/40%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,40.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,4664560.32,96.61,-68.81,1.404,1.36,82,123,1.5,0.963,3.02,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1539,"unit=1.00, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,4656574.02,96.59,-68.81,1.404,1.36,87,123,1.5,0.963,3.1,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1540,"unit=1.00, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,40.0,extra_profit,20.0,10,200,0.75,45.0,0.75,4656574.02,96.59,-68.81,1.404,1.36,82,123,1.5,0.963,3.1,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1541,"unit=1.00, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=none",1.0,2.0,entry,5.0,20.0,extra_profit,20.0,20,200,1.0,none,none,4647585.72,96.57,-81.23,1.189,1.28,78,123,2.0,1.044,4.4,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1542,"unit=1.00, cap=2.00, anchor=entry, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=none",1.0,2.0,entry,5.0,40.0,extra_profit,20.0,20,200,1.0,none,none,4647585.72,96.57,-81.23,1.189,1.28,73,123,2.0,1.044,4.4,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1543,"unit=0.67, cap=2.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.67,2.0,rolling_high,5.0,40.0,extra_profit,20.0,20,200,0.75,45.0,0.75,4636040.45,96.54,-69.63,1.386,1.31,349,123,2.0,1.024,50.7,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1544,"unit=1.00, cap=1.50, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,20.0,extra_profit,15.0,10,200,0.75,45.0,0.75,4621470.26,96.5,-68.81,1.402,1.36,87,123,1.5,0.96,2.55,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1545,"unit=1.00, cap=1.50, anchor=entry, add=5%/40%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,1.5,entry,5.0,40.0,extra_profit,15.0,10,200,0.75,45.0,0.75,4621470.26,96.5,-68.81,1.402,1.36,82,123,1.5,0.96,2.55,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1546,"unit=1.00, cap=2.00, anchor=entry, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=100, dd_guard=none",1.0,2.0,entry,5.0,20.0,rebound_from_low,20.0,20,100,1.0,none,none,4618015.03,96.49,-81.23,1.188,1.29,80,123,2.0,1.036,3.65,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1547,"unit=1.00, cap=2.00, anchor=entry, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=100, dd_guard=none",1.0,2.0,entry,5.0,40.0,rebound_from_low,20.0,20,100,1.0,none,none,4618015.03,96.49,-81.23,1.188,1.29,75,123,2.0,1.036,3.65,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1548,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",1.0,2.0,rolling_high,5.0,20.0,extra_profit,20.0,10,none,none,none,none,4604038.82,96.45,-96.74,0.997,1.18,622,123,2.0,1.605,60.5,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1549,"unit=0.75, cap=2.00, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=none",0.75,2.0,rolling_high,10.0,30.0,rebound_from_low,20.0,20,200,1.0,none,none,4568635.35,96.36,-75.51,1.276,1.26,269,123,2.0,1.021,31.62,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1550,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",0.75,2.0,rolling_high,5.0,40.0,extra_profit,20.0,20,200,0.75,45.0,0.75,4563725.58,96.34,-72.43,1.33,1.27,349,123,2.0,1.106,47.45,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1551,"unit=1.00, cap=1.50, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,1.5,rolling_high,10.0,30.0,extra_profit,15.0,10,200,0.75,45.0,0.75,4534010.51,96.26,-68.68,1.402,1.28,379,123,1.5,1.065,24.55,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1552,"unit=1.00, cap=1.50, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,1.5,rolling_high,10.0,30.0,extra_profit,20.0,20,200,0.75,45.0,0.75,4519089.87,96.22,-70.87,1.358,1.28,257,123,1.5,1.092,30.15,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1553,"unit=0.75, cap=2.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=none",0.75,2.0,rolling_high,10.0,30.0,extra_profit,20.0,20,200,1.0,none,none,4267571.4,95.52,-78.38,1.219,1.25,257,123,2.0,1.033,32.98,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1554,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",1.0,2.0,rolling_high,5.0,40.0,extra_profit,20.0,10,none,none,none,none,4232693.4,95.41,-96.74,0.986,1.17,539,123,2.0,1.607,60.72,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1555,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, dd_guard=none",0.67,1.5,rolling_high,10.0,20.0,extra_profit,15.0,20,100,1.0,none,none,4181638.16,95.27,-71.55,1.332,1.32,311,123,1.5,0.897,25.32,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1556,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=none",1.0,2.0,rolling_high,5.0,40.0,extra_profit,15.0,20,none,none,none,none,4140373.34,95.14,-96.64,0.985,1.17,383,123,2.0,1.624,62.42,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1557,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=10, trend_sma=100, dd_guard=none",0.67,1.5,rolling_high,10.0,20.0,extra_profit,20.0,10,100,1.0,none,none,4098096.27,95.02,-75.86,1.252,1.33,427,123,1.5,0.878,22.7,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1558,"unit=1.00, cap=2.00, anchor=entry, add=5%/20%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=none",1.0,2.0,entry,5.0,20.0,rebound_from_low,20.0,20,200,1.0,none,none,4089634.67,94.99,-81.23,1.169,1.27,80,123,2.0,1.042,4.28,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1559,"unit=1.00, cap=2.00, anchor=entry, add=5%/40%, sell=rebound_from_low 20%, max_days=20, trend_sma=200, dd_guard=none",1.0,2.0,entry,5.0,40.0,rebound_from_low,20.0,20,200,1.0,none,none,4089634.67,94.99,-81.23,1.169,1.27,75,123,2.0,1.042,4.28,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1560,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=100, dd_guard=none",0.67,1.5,rolling_high,10.0,20.0,rebound_from_low,20.0,10,100,1.0,none,none,4065681.26,94.92,-75.86,1.251,1.33,432,123,1.5,0.877,22.82,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1561,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=200, dd_guard=45.0",1.0,2.0,rolling_high,5.0,20.0,extra_profit,20.0,10,200,0.75,45.0,0.75,4003990.42,94.73,-78.08,1.213,1.22,622,123,2.0,1.17,28.5,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1562,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=20, trend_sma=100, dd_guard=none",0.67,1.5,rolling_high,10.0,30.0,extra_profit,20.0,20,100,1.0,none,none,3996206.97,94.71,-77.07,1.229,1.32,257,123,1.5,0.911,28.0,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1563,"unit=1.00, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, dd_guard=none",1.0,2.0,entry,5.0,20.0,extra_profit,15.0,20,100,1.0,none,none,3963887.36,94.61,-81.23,1.165,1.28,85,123,2.0,1.026,2.65,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1564,"unit=1.00, cap=2.00, anchor=entry, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=100, dd_guard=none",1.0,2.0,entry,5.0,40.0,extra_profit,15.0,20,100,1.0,none,none,3963887.36,94.61,-81.23,1.165,1.28,80,123,2.0,1.026,2.65,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1565,"unit=0.75, cap=2.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=10, trend_sma=200, dd_guard=none",0.75,2.0,rolling_high,10.0,20.0,extra_profit,15.0,10,200,1.0,none,none,3891352.16,94.38,-75.23,1.255,1.23,441,123,2.0,1.01,26.97,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1566,"unit=0.67, cap=1.50, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=20, trend_sma=100, dd_guard=none",0.67,1.5,rolling_high,10.0,30.0,rebound_from_low,20.0,20,100,1.0,none,none,3812555.21,94.13,-74.22,1.268,1.32,269,123,1.5,0.9,26.65,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1567,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=100, dd_guard=none",0.5,1.5,rolling_high,5.0,20.0,extra_profit,15.0,20,100,1.0,none,none,3764697.52,93.98,-70.63,1.331,1.35,447,123,1.5,0.838,5.4,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1568,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=none",0.67,2.0,rolling_high,10.0,20.0,extra_profit,15.0,20,200,1.0,none,none,3750121.58,93.93,-71.2,1.319,1.24,311,123,2.0,0.964,30.28,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1569,"unit=0.75, cap=2.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=none",0.75,2.0,rolling_high,10.0,30.0,extra_profit,15.0,20,200,1.0,none,none,3734266.95,93.88,-73.59,1.276,1.24,273,123,2.0,1.014,30.63,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1570,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=none",1.0,2.0,rolling_high,5.0,20.0,extra_profit,15.0,20,none,none,none,none,3728984.57,93.86,-96.4,0.974,1.17,447,123,2.0,1.622,62.25,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1571,"unit=1.00, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",1.0,1.5,rolling_high,5.0,20.0,extra_profit,20.0,10,none,none,none,none,3723028.72,93.84,-90.64,1.035,1.18,622,123,1.5,1.302,60.5,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1572,"unit=0.75, cap=2.00, anchor=rolling_high, add=5%/20%, sell=rebound_from_low 20%, max_days=10, trend_sma=200, dd_guard=45.0",0.75,2.0,rolling_high,5.0,20.0,rebound_from_low,20.0,10,200,0.75,45.0,0.75,3713673.84,93.81,-73.04,1.284,1.24,630,123,2.0,1.077,40.75,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1573,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/30%, sell=extra_profit 20%, max_days=10, trend_sma=100, dd_guard=none",0.67,2.0,rolling_high,10.0,30.0,extra_profit,20.0,10,100,1.0,none,none,3666048.71,93.66,-76.42,1.226,1.32,368,123,2.0,0.876,22.82,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1574,"unit=0.67, cap=2.00, anchor=rolling_high, add=10%/30%, sell=rebound_from_low 20%, max_days=10, trend_sma=100, dd_guard=none",0.67,2.0,rolling_high,10.0,30.0,rebound_from_low,20.0,10,100,1.0,none,none,3655643.87,93.62,-75.86,1.234,1.32,373,123,2.0,0.874,22.82,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1575,"unit=0.75, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=none",0.75,1.5,rolling_high,10.0,20.0,extra_profit,20.0,20,200,1.0,none,none,3624204.61,93.52,-75.16,1.244,1.25,304,123,1.5,1.02,32.5,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1576,"unit=1.00, cap=2.00, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,2.0,rolling_high,5.0,20.0,extra_profit,20.0,20,200,0.75,45.0,0.75,3604833.45,93.45,-79.36,1.178,1.21,412,123,2.0,1.206,32.2,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1577,"unit=1.00, cap=2.00, anchor=entry, add=5%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=none",1.0,2.0,entry,5.0,20.0,extra_profit,15.0,20,200,1.0,none,none,3573952.24,93.35,-81.23,1.149,1.26,85,123,2.0,1.032,3.23,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1578,"unit=1.00, cap=2.00, anchor=entry, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=none",1.0,2.0,entry,5.0,40.0,extra_profit,15.0,20,200,1.0,none,none,3573952.24,93.35,-81.23,1.149,1.26,80,123,2.0,1.032,3.23,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1579,"unit=1.00, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 20%, max_days=10, trend_sma=none, dd_guard=none",1.0,1.5,rolling_high,5.0,40.0,extra_profit,20.0,10,none,none,none,none,3572003.59,93.34,-90.64,1.03,1.18,539,123,1.5,1.303,60.72,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1580,"unit=0.50, cap=1.50, anchor=rolling_high, add=5%/20%, sell=extra_profit 20%, max_days=20, trend_sma=100, dd_guard=none",0.5,1.5,rolling_high,5.0,20.0,extra_profit,20.0,20,100,1.0,none,none,3551797.98,93.27,-74.5,1.252,1.33,412,123,1.5,0.866,6.6,775116.8,-79.24,41069.8,-66.18,True,True,True,False
1581,"unit=1.00, cap=1.50, anchor=rolling_high, add=5%/40%, sell=extra_profit 15%, max_days=20, trend_sma=none, dd_guard=none",1.0,1.5,rolling_high,5.0,40.0,extra_profit,15.0,20,none,none,none,none,3533950.26,93.21,-90.52,1.03,1.18,383,123,1.5,1.312,62.42,775116.8,-79.24,41069.8,-66.18,True,False,True,False
1582,"unit=1.00, cap=1.50, anchor=rolling_high, add=10%/20%, sell=extra_profit 15%, max_days=20, trend_sma=200, dd_guard=45.0",1.0,1.5,rolling_high,10.0,20.0,extra_profit,15.0,20,200,0.75,45.0,0.75,3519764.1,93.16,-68.68,1.356,1.26,311,123,1.5,1.08,27.68,775116.8,-79.24,41069.8,-66.18,True,True,True,False
